"F.ID","LAKE.ID","SITE.ID","METHOD","FCLASS","START.SEASON","END.SEASON","START.DATE","DURATION","TEMPERATURE","pH","O2.CAT","LIGHT.CAT","REPS","SRP.VALUE","SRP.UNITS","TDP.VALUE","TDP.UNITS","TP.VALUE","TP.UNITS","REF.ID","COMMENT","FLAG","FLAG.COMMENT"
"F0644","SIM","KEMP","OTHER MODEL","Lnet","SUMMER","","06/01/06 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",-6,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on water column average P",0,""
"F0645","SIM","KEMP","OTHER MODEL","Lnet","SUMMER","","06/01/07 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",99,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on water column average P",0,""
"F0646","SIM","KEMP","OTHER MODEL","Lnet","SUMMER","","06/01/08 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",29,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on water column average P",0,""
"F0647","SIM","KEMP","OTHER MODEL","Lnet","SUMMER","","06/01/09 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",222,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on water column average P",0,""
"F0648","SIM","KEMP","OTHER MODEL","Lnet","SUMMER","","06/01/10 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",223,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on water column average P",0,""
"F0649","SIM","KEMP","OTHER MODEL","Lnet","SUMMER","","06/01/11 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",191,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on water column average P",0,""
"F0650","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/80 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",143,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x hypoxic factor",0,""
"F0651","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/81 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",101,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x hypoxic factor",0,""
"F0652","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/82 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",70,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x hypoxic factor",0,""
"F0653","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/83 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",105,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x hypoxic factor",0,""
"F0654","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/84 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",178,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x hypoxic factor",0,""
"F0655","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/85 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",193,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x hypoxic factor",0,""
"F0656","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/86 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",79,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x hypoxic factor",0,""
"F0657","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/87 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",123,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x hypoxic factor",0,""
"F0658","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/88 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",74,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x hypoxic factor",0,""
"F0659","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/89 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",65,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x hypoxic factor",0,""
"F0660","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/90 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",192,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x hypoxic factor",0,""
"F0661","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/91 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",62,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x hypoxic factor",0,""
"F0662","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/92 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",100,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x hypoxic factor",0,""
"F0663","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/93 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",144,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x hypoxic factor",0,""
"F0664","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/94 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",193,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x hypoxic factor",0,""
"F0665","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/95 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",158,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x hypoxic factor",0,""
"F0666","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/96 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",73,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x hypoxic factor",0,""
"F0667","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/97 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",27,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x hypoxic factor",0,""
"F0668","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/98 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",134,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x hypoxic factor",0,""
"F0669","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/99 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",0,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x hypoxic factor",0,""
"F0670","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/00 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",44,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x hypoxic factor",0,""
"F0671","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/01 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",178,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x hypoxic factor",0,""
"F0672","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/02 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",47,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x hypoxic factor",0,""
"F0673","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/03 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",14,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x hypoxic factor",0,""
"F0674","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/04 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",41,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x hypoxic factor",0,""
"F0675","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/05 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",22,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x hypoxic factor",0,""
"F0676","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/06 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",78,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x hypoxic factor",0,""
"F0677","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/07 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",0,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x hypoxic factor",0,""
"F0678","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/08 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",137,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x hypoxic factor",0,""
"F0679","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/09 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",122,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x hypoxic factor",0,""
"F0680","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/10 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",78,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x hypoxic factor",0,""
"F0681","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/11 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",40,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x hypoxic factor",0,""
"F0682","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/80 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",112,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x active area",0,""
"F0683","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/81 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",143,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x active area",0,""
"F0684","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/82 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",90,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x active area",0,""
"F0685","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/83 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",84,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x active area",0,""
"F0686","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/84 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",84,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x active area",0,""
"F0687","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/85 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",113,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x active area",0,""
"F0688","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/86 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",94,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x active area",0,""
"F0689","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/87 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",71,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x active area",0,""
"F0690","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/88 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",91,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x active area",0,""
"F0691","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/89 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",70,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x active area",0,""
"F0692","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/90 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",81,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x active area",0,""
"F0693","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/91 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",67,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x active area",0,""
"F0694","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/92 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",84,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x active area",0,""
"F0695","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/93 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",112,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x active area",0,""
"F0696","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/94 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",106,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x active area",0,""
"F0697","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/95 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",98,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x active area",0,""
"F0698","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/96 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",89,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x active area",0,""
"F0699","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/97 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",98,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x active area",0,""
"F0700","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/98 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",95,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x active area",0,""
"F0701","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/99 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",55,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x active area",0,""
"F0702","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/00 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",96,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x active area",0,""
"F0703","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/01 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",114,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x active area",0,""
"F0704","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/02 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",97,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x active area",0,""
"F0705","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/03 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",102,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x active area",0,""
"F0706","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/04 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",119,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x active area",0,""
"F0707","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/05 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",80,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x active area",0,""
"F0708","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/06 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",99,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x active area",0,""
"F0709","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/07 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",82,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x active area",0,""
"F0710","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/08 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",105,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x active area",0,""
"F0711","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/09 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",113,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x active area",0,""
"F0712","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/10 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",108,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x active area",0,""
"F0713","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/11 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",80,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x active area",0,""
"F0714","SIM","MAIN","OTHER MODEL","Lnet","SUMMER","","06/01/80 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",173,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on euphotic P",0,""
"F0715","SIM","MAIN","OTHER MODEL","Lnet","SUMMER","","06/01/81 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",213,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on euphotic P",0,""
"F0716","SIM","MAIN","OTHER MODEL","Lnet","SUMMER","","06/01/82 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",-13,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on euphotic P",0,""
"F0717","SIM","MAIN","OTHER MODEL","Lnet","SUMMER","","06/01/83 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",189,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on euphotic P",0,""
"F0718","SIM","MAIN","OTHER MODEL","Lnet","SUMMER","","06/01/84 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",125,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on euphotic P",0,""
"F0719","SIM","MAIN","OTHER MODEL","Lnet","SUMMER","","06/01/85 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",-9,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on euphotic P",0,""
"F0720","SIM","MAIN","OTHER MODEL","Lnet","SUMMER","","06/01/86 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",-50,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on euphotic P",0,""
"F0721","SIM","MAIN","OTHER MODEL","Lnet","SUMMER","","06/01/87 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",137,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on euphotic P",0,""
"F0722","SIM","MAIN","OTHER MODEL","Lnet","SUMMER","","06/01/88 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",37,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on euphotic P",0,""
"F0723","SIM","MAIN","OTHER MODEL","Lnet","SUMMER","","06/01/89 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",71,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on euphotic P",0,""
"F0724","SIM","MAIN","OTHER MODEL","Lnet","SUMMER","","06/01/90 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",220,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on euphotic P",0,""
"F0725","SIM","MAIN","OTHER MODEL","Lnet","SUMMER","","06/01/91 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",81,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on euphotic P",0,""
"F0726","SIM","MAIN","OTHER MODEL","Lnet","SUMMER","","06/01/92 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",66,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on euphotic P",0,""
"F0727","SIM","MAIN","OTHER MODEL","Lnet","SUMMER","","06/01/93 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",284,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on euphotic P",0,""
"F0728","SIM","MAIN","OTHER MODEL","Lnet","SUMMER","","06/01/94 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",344,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on euphotic P",0,""
"F0729","SIM","MAIN","OTHER MODEL","Lnet","SUMMER","","06/01/95 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",-53,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on euphotic P",0,""
"F0730","SIM","MAIN","OTHER MODEL","Lnet","SUMMER","","06/01/96 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",58,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on euphotic P",0,""
"F0731","SIM","MAIN","OTHER MODEL","Lnet","SUMMER","","06/01/97 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",-63,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on euphotic P",0,""
"F0732","SIM","MAIN","OTHER MODEL","Lnet","SUMMER","","06/01/98 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",-5,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on euphotic P",0,""
"F0733","SIM","MAIN","OTHER MODEL","Lnet","SUMMER","","06/01/99 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",42,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on euphotic P",0,""
"F0734","SIM","MAIN","OTHER MODEL","Lnet","SUMMER","","06/01/00 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",11,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on euphotic P",0,""
"F0735","SIM","MAIN","OTHER MODEL","Lnet","SUMMER","","06/01/01 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",144,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on euphotic P",0,""
"F0736","SIM","MAIN","OTHER MODEL","Lnet","SUMMER","","06/01/02 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",62,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on euphotic P",0,""
"F0737","SIM","MAIN","OTHER MODEL","Lnet","SUMMER","","06/01/03 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",114,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on euphotic P",0,""
"F0738","SIM","MAIN","OTHER MODEL","Lnet","SUMMER","","06/01/04 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",15,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on euphotic P",0,""
"F0739","SIM","MAIN","OTHER MODEL","Lnet","SUMMER","","06/01/05 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",56,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on euphotic P",0,""
"F0740","SIM","MAIN","OTHER MODEL","Lnet","SUMMER","","06/01/06 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",38,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on euphotic P",0,""
"F0741","SIM","MAIN","OTHER MODEL","Lnet","SUMMER","","06/01/07 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",247,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on euphotic P",0,""
"F0742","SIM","MAIN","OTHER MODEL","Lnet","SUMMER","","06/01/08 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",117,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on euphotic P",0,""
"F0743","SIM","MAIN","OTHER MODEL","Lnet","SUMMER","","06/01/09 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",65,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on euphotic P",0,""
"F0744","SIM","MAIN","OTHER MODEL","Lnet","SUMMER","","06/01/10 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",-13,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on euphotic P",0,""
"F0745","SIM","MAIN","OTHER MODEL","Lnet","SUMMER","","06/01/11 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",51,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on euphotic P",0,""
"F0746","SIM","MAIN","OTHER MODEL","Lnet","SUMMER","","06/01/00 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",-59,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on water column average P",0,""
"F0747","SIM","MAIN","OTHER MODEL","Lnet","SUMMER","","06/01/01 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",154,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on water column average P",0,""
"F0748","SIM","MAIN","OTHER MODEL","Lnet","SUMMER","","06/01/02 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",76,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on water column average P",0,""
"F0749","SIM","MAIN","OTHER MODEL","Lnet","SUMMER","","06/01/03 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",104,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on water column average P",0,""
